ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2016,"2016",0,"Total",113333,16262.999999999998,"Census Tract 58.45, Mecklenburg County, NC","14000US37119005845"
2016,"2016",0,"Total",157841,15487,"Census Tract 58.46, Mecklenburg County, NC","14000US37119005846"
2016,"2016",0,"Total",107414,23374,"Census Tract 58.47, Mecklenburg County, NC","14000US37119005847"
2016,"2016",0,"Total",136359,14710,"Census Tract 58.48, Mecklenburg County, NC","14000US37119005848"
2016,"2016",0,"Total",41798,6272,"Census Tract 59.06, Mecklenburg County, NC","14000US37119005906"
2016,"2016",0,"Total",91831,12289,"Census Tract 59.07, Mecklenburg County, NC","14000US37119005907"
2016,"2016",0,"Total",122917,28451,"Census Tract 59.08, Mecklenburg County, NC","14000US37119005908"
2016,"2016",0,"Total",79515,8522,"Census Tract 59.09, Mecklenburg County, NC","14000US37119005909"
2016,"2016",0,"Total",66398,4773,"Census Tract 59.10, Mecklenburg County, NC","14000US37119005910"
2016,"2016",0,"Total",93068,9495,"Census Tract 59.11, Mecklenburg County, NC","14000US37119005911"
2016,"2016",0,"Total",62574,7533.000000000001,"Census Tract 59.12, Mecklenburg County, NC","14000US37119005912"
2016,"2016",0,"Total",61601,7857.000000000001,"Census Tract 59.13, Mecklenburg County, NC","14000US37119005913"
2016,"2016",0,"Total",57580,4282,"Census Tract 59.14, Mecklenburg County, NC","14000US37119005914"
2016,"2016",0,"Total",62593,10504,"Census Tract 59.15, Mecklenburg County, NC","14000US37119005915"
2016,"2016",0,"Total",36406,2426,"Census Tract 59.16, Mecklenburg County, NC","14000US37119005916"
2016,"2016",0,"Total",69162,11863,"Census Tract 59.17, Mecklenburg County, NC","14000US37119005917"
2016,"2016",0,"Total",71509,15649.000000000002,"Census Tract 59.18, Mecklenburg County, NC","14000US37119005918"
2016,"2016",0,"Total",52946,9919,"Census Tract 60.05, Mecklenburg County, NC","14000US37119006005"
2016,"2016",0,"Total",49011,6765,"Census Tract 60.06, Mecklenburg County, NC","14000US37119006006"
2016,"2016",0,"Total",73103,7762.999999999999,"Census Tract 60.07, Mecklenburg County, NC","14000US37119006007"
2016,"2016",0,"Total",70450,5483,"Census Tract 60.08, Mecklenburg County, NC","14000US37119006008"
2016,"2016",0,"Total",57875,11343,"Census Tract 60.09, Mecklenburg County, NC","14000US37119006009"
2016,"2016",0,"Total",43493,6063,"Census Tract 60.10, Mecklenburg County, NC","14000US37119006010"
2016,"2016",0,"Total",80409,12106,"Census Tract 61.03, Mecklenburg County, NC","14000US37119006103"
2016,"2016",0,"Total",57746,4900,"Census Tract 61.04, Mecklenburg County, NC","14000US37119006104"
2016,"2016",0,"Total",69792,12621,"Census Tract 61.05, Mecklenburg County, NC","14000US37119006105"
2016,"2016",0,"Total",59468,3726,"Census Tract 61.06, Mecklenburg County, NC","14000US37119006106"
2016,"2016",0,"Total",59211,5753,"Census Tract 61.07, Mecklenburg County, NC","14000US37119006107"
2016,"2016",0,"Total",62150,8210,"Census Tract 61.08, Mecklenburg County, NC","14000US37119006108"
2016,"2016",0,"Total",49821,6588,"Census Tract 61.09, Mecklenburg County, NC","14000US37119006109"
2016,"2016",0,"Total",93008,17734,"Census Tract 62.03, Mecklenburg County, NC","14000US37119006203"
2016,"2016",0,"Total",114406,31146,"Census Tract 62.04, Mecklenburg County, NC","14000US37119006204"
2016,"2016",0,"Total",74531,8801,"Census Tract 62.08, Mecklenburg County, NC","14000US37119006208"
2016,"2016",0,"Total",66349,15465.000000000002,"Census Tract 62.09, Mecklenburg County, NC","14000US37119006209"
2016,"2016",0,"Total",104550,15041.999999999998,"Census Tract 62.10, Mecklenburg County, NC","14000US37119006210"
2016,"2016",0,"Total",112134,9693,"Census Tract 62.11, Mecklenburg County, NC","14000US37119006211"
2016,"2016",0,"Total",72279,11768,"Census Tract 62.12, Mecklenburg County, NC","14000US37119006212"
2016,"2016",0,"Total",110375,12600,"Census Tract 62.13, Mecklenburg County, NC","14000US37119006213"
2016,"2016",0,"Total",83690,15771,"Census Tract 62.14, Mecklenburg County, NC","14000US37119006214"
2016,"2016",0,"Total",57205,8795,"Census Tract 62.15, Mecklenburg County, NC","14000US37119006215"
2016,"2016",0,"Total",80253,8993,"Census Tract 63.02, Mecklenburg County, NC","14000US37119006302"
2016,"2016",0,"Total",76696,11124,"Census Tract 63.03, Mecklenburg County, NC","14000US37119006303"
2016,"2016",0,"Total",109167,13062,"Census Tract 63.04, Mecklenburg County, NC","14000US37119006304"
2016,"2016",0,"Total",70134,10922,"Census Tract 64.03, Mecklenburg County, NC","14000US37119006403"
2016,"2016",0,"Total",163667,31917.000000000004,"Census Tract 64.04, Mecklenburg County, NC","14000US37119006404"
2016,"2016",0,"Total",67317,10511,"Census Tract 64.05, Mecklenburg County, NC","14000US37119006405"
2016,"2016",0,"Total",78179,8254,"Census Tract 64.06, Mecklenburg County, NC","14000US37119006406"
2016,"2016",0,"Total",102669,9422,"Census Tract 64.07, Mecklenburg County, NC","14000US37119006407"
2015,"2015",0,"Total",103203,27139,"Census Tract 1, Mecklenburg County, NC","14000US37119000100"
2015,"2015",0,"Total",52222,19442,"Census Tract 3, Mecklenburg County, NC","14000US37119000300"
2015,"2015",0,"Total",66899,7617,"Census Tract 4, Mecklenburg County, NC","14000US37119000400"
2015,"2015",0,"Total",70412,12198,"Census Tract 5, Mecklenburg County, NC","14000US37119000500"
2015,"2015",0,"Total",55417,5269,"Census Tract 6, Mecklenburg County, NC","14000US37119000600"
2015,"2015",0,"Total",49911,21106,"Census Tract 7, Mecklenburg County, NC","14000US37119000700"
2015,"2015",0,"Total",22227,2144,"Census Tract 8, Mecklenburg County, NC","14000US37119000800"
2015,"2015",0,"Total",33359,4831,"Census Tract 9, Mecklenburg County, NC","14000US37119000900"
2015,"2015",0,"Total",93036,26661,"Census Tract 10, Mecklenburg County, NC","14000US37119001000"
2015,"2015",0,"Total",85859,10681,"Census Tract 11, Mecklenburg County, NC","14000US37119001100"
2015,"2015",0,"Total",41595,4275,"Census Tract 12, Mecklenburg County, NC","14000US37119001200"
2015,"2015",0,"Total",27397,3519,"Census Tract 13, Mecklenburg County, NC","14000US37119001300"
2015,"2015",0,"Total",70848,4371,"Census Tract 14, Mecklenburg County, NC","14000US37119001400"
2015,"2015",0,"Total",36053,10774,"Census Tract 15.04, Mecklenburg County, NC","14000US37119001504"
2015,"2015",0,"Total",53438,21730,"Census Tract 15.05, Mecklenburg County, NC","14000US37119001505"
2015,"2015",0,"Total",24456,5458,"Census Tract 15.07, Mecklenburg County, NC","14000US37119001507"
2015,"2015",0,"Total",45458,8686,"Census Tract 15.08, Mecklenburg County, NC","14000US37119001508"
2015,"2015",0,"Total",33088,4374,"Census Tract 15.09, Mecklenburg County, NC","14000US37119001509"
2015,"2015",0,"Total",32932,2184,"Census Tract 15.10, Mecklenburg County, NC","14000US37119001510"
2015,"2015",0,"Total",30357,12587,"Census Tract 16.03, Mecklenburg County, NC","14000US37119001603"
2015,"2015",0,"Total",33679,5777,"Census Tract 16.05, Mecklenburg County, NC","14000US37119001605"
2015,"2015",0,"Total",35741,5528,"Census Tract 16.06, Mecklenburg County, NC","14000US37119001606"
2015,"2015",0,"Total",31492,1479,"Census Tract 16.07, Mecklenburg County, NC","14000US37119001607"
2015,"2015",0,"Total",30235,4003,"Census Tract 16.08, Mecklenburg County, NC","14000US37119001608"
2015,"2015",0,"Total",32623,3826,"Census Tract 16.09, Mecklenburg County, NC","14000US37119001609"
2015,"2015",0,"Total",33701,6906,"Census Tract 17.01, Mecklenburg County, NC","14000US37119001701"
2015,"2015",0,"Total",33056,7460,"Census Tract 17.02, Mecklenburg County, NC","14000US37119001702"
2015,"2015",0,"Total",35813,12733,"Census Tract 18.01, Mecklenburg County, NC","14000US37119001801"
2015,"2015",0,"Total",43201,4386,"Census Tract 18.02, Mecklenburg County, NC","14000US37119001802"
2015,"2015",0,"Total",33033,3023,"Census Tract 19.10, Mecklenburg County, NC","14000US37119001910"
2015,"2015",0,"Total",43154,7695.000000000001,"Census Tract 19.11, Mecklenburg County, NC","14000US37119001911"
2015,"2015",0,"Total",28683,2559,"Census Tract 19.12, Mecklenburg County, NC","14000US37119001912"
2015,"2015",0,"Total",42594,9483,"Census Tract 19.14, Mecklenburg County, NC","14000US37119001914"
2015,"2015",0,"Total",31049,4749,"Census Tract 19.15, Mecklenburg County, NC","14000US37119001915"
2015,"2015",0,"Total",44541,9541,"Census Tract 19.16, Mecklenburg County, NC","14000US37119001916"
2015,"2015",0,"Total",39983,7730.000000000001,"Census Tract 19.17, Mecklenburg County, NC","14000US37119001917"
2015,"2015",0,"Total",40571,3451,"Census Tract 19.18, Mecklenburg County, NC","14000US37119001918"
2015,"2015",0,"Total",36587,6647,"Census Tract 19.19, Mecklenburg County, NC","14000US37119001919"
2015,"2015",0,"Total",36193,9562,"Census Tract 19.20, Mecklenburg County, NC","14000US37119001920"
2015,"2015",0,"Total",54638,8848,"Census Tract 19.21, Mecklenburg County, NC","14000US37119001921"
2015,"2015",0,"Total",40476,6682,"Census Tract 19.22, Mecklenburg County, NC","14000US37119001922"
2015,"2015",0,"Total",40893,7031,"Census Tract 19.23, Mecklenburg County, NC","14000US37119001923"
2015,"2015",0,"Total",73169,7903,"Census Tract 20.02, Mecklenburg County, NC","14000US37119002002"
2015,"2015",0,"Total",67093,10261,"Census Tract 20.03, Mecklenburg County, NC","14000US37119002003"
2015,"2015",0,"Total",46544,5363,"Census Tract 20.04, Mecklenburg County, NC","14000US37119002004"
2015,"2015",0,"Total",35061,7676,"Census Tract 21, Mecklenburg County, NC","14000US37119002100"
2015,"2015",0,"Total",84196,15118,"Census Tract 22, Mecklenburg County, NC","14000US37119002200"
2015,"2015",0,"Total",17038,2712,"Census Tract 23, Mecklenburg County, NC","14000US37119002300"
2015,"2015",0,"Total",71987,7894,"Census Tract 24, Mecklenburg County, NC","14000US37119002400"
2015,"2015",0,"Total",67027,6194,"Census Tract 25, Mecklenburg County, NC","14000US37119002500"
2015,"2015",0,"Total",49310,4116,"Census Tract 26, Mecklenburg County, NC","14000US37119002600"
2015,"2015",0,"Total",106471,21257,"Census Tract 27.01, Mecklenburg County, NC","14000US37119002701"
2015,"2015",0,"Total",129981,11632,"Census Tract 27.02, Mecklenburg County, NC","14000US37119002702"
2015,"2015",0,"Total",190104,25862,"Census Tract 28, Mecklenburg County, NC","14000US37119002800"
2015,"2015",0,"Total",91641,14173,"Census Tract 29.03, Mecklenburg County, NC","14000US37119002903"
2015,"2015",0,"Total",92044,16207.000000000002,"Census Tract 29.04, Mecklenburg County, NC","14000US37119002904"
2015,"2015",0,"Total",179844,44263,"Census Tract 29.05, Mecklenburg County, NC","14000US37119002905"
2015,"2015",0,"Total",85500,15683,"Census Tract 29.06, Mecklenburg County, NC","14000US37119002906"
2015,"2015",0,"Total",66367,6008,"Census Tract 30.06, Mecklenburg County, NC","14000US37119003006"
2015,"2015",0,"Total",136758,21858,"Census Tract 30.07, Mecklenburg County, NC","14000US37119003007"
2015,"2015",0,"Total",56346,9475,"Census Tract 30.08, Mecklenburg County, NC","14000US37119003008"
2015,"2015",0,"Total",84875,17061,"Census Tract 30.11, Mecklenburg County, NC","14000US37119003011"
2015,"2015",0,"Total",95302,17056,"Census Tract 30.12, Mecklenburg County, NC","14000US37119003012"
2015,"2015",0,"Total",90896,19448,"Census Tract 30.13, Mecklenburg County, NC","14000US37119003013"
2015,"2015",0,"Total",108986,9889,"Census Tract 30.15, Mecklenburg County, NC","14000US37119003015"
2015,"2015",0,"Total",72083,15908.999999999998,"Census Tract 30.16, Mecklenburg County, NC","14000US37119003016"
2015,"2015",0,"Total",82169,16921,"Census Tract 30.17, Mecklenburg County, NC","14000US37119003017"
2015,"2015",0,"Total",92675,23349,"Census Tract 30.18, Mecklenburg County, NC","14000US37119003018"
2015,"2015",0,"Total",42790,6996,"Census Tract 31.02, Mecklenburg County, NC","14000US37119003102"
2015,"2015",0,"Total",74410,13730.000000000002,"Census Tract 31.03, Mecklenburg County, NC","14000US37119003103"
2015,"2015",0,"Total",85938,18155,"Census Tract 31.05, Mecklenburg County, NC","14000US37119003105"
2015,"2015",0,"Total",56087,9197,"Census Tract 31.06, Mecklenburg County, NC","14000US37119003106"
2015,"2015",0,"Total",35565,3630,"Census Tract 31.08, Mecklenburg County, NC","14000US37119003108"
2015,"2015",0,"Total",31733,3045,"Census Tract 31.09, Mecklenburg County, NC","14000US37119003109"
2015,"2015",0,"Total",47525,16402,"Census Tract 32.01, Mecklenburg County, NC","14000US37119003201"
2015,"2015",0,"Total",39968,5480,"Census Tract 32.03, Mecklenburg County, NC","14000US37119003203"
2015,"2015",0,"Total",79847,4642,"Census Tract 32.04, Mecklenburg County, NC","14000US37119003204"
2015,"2015",0,"Total",51266,6482,"Census Tract 33, Mecklenburg County, NC","14000US37119003300"
2015,"2015",0,"Total",105210,10279,"Census Tract 34, Mecklenburg County, NC","14000US37119003400"
2015,"2015",0,"Total",96852,20169,"Census Tract 35, Mecklenburg County, NC","14000US37119003500"
2015,"2015",0,"Total",27681,4027.0000000000005,"Census Tract 36, Mecklenburg County, NC","14000US37119003600"
2015,"2015",0,"Total",30250,23277,"Census Tract 37, Mecklenburg County, NC","14000US37119003700"
2015,"2015",0,"Total",26760,4553,"Census Tract 38.02, Mecklenburg County, NC","14000US37119003802"
2015,"2015",0,"Total",71917,5895,"Census Tract 38.05, Mecklenburg County, NC","14000US37119003805"
2015,"2015",0,"Total",44367,2304,"Census Tract 38.06, Mecklenburg County, NC","14000US37119003806"
2015,"2015",0,"Total",34045,3484,"Census Tract 38.07, Mecklenburg County, NC","14000US37119003807"
2015,"2015",0,"Total",35102,3999,"Census Tract 38.08, Mecklenburg County, NC","14000US37119003808"
2015,"2015",0,"Total",21758,6320,"Census Tract 39.02, Mecklenburg County, NC","14000US37119003902"
2015,"2015",0,"Total",15382,3715,"Census Tract 39.03, Mecklenburg County, NC","14000US37119003903"
2015,"2015",0,"Total",31417,6572,"Census Tract 40, Mecklenburg County, NC","14000US37119004000"
2015,"2015",0,"Total",43494,3374.0000000000005,"Census Tract 41, Mecklenburg County, NC","14000US37119004100"
2015,"2015",0,"Total",22233,3559,"Census Tract 42, Mecklenburg County, NC","14000US37119004200"
2015,"2015",0,"Total",27637,4066.9999999999995,"Census Tract 43.02, Mecklenburg County, NC","14000US37119004302"
2015,"2015",0,"Total",45913,7528.000000000001,"Census Tract 43.03, Mecklenburg County, NC","14000US37119004303"
2015,"2015",0,"Total",41029,9360,"Census Tract 43.04, Mecklenburg County, NC","14000US37119004304"
2015,"2015",0,"Total",36417,5236,"Census Tract 43.05, Mecklenburg County, NC","14000US37119004305"
2015,"2015",0,"Total",40568,3894.9999999999995,"Census Tract 44, Mecklenburg County, NC","14000US37119004400"
2015,"2015",0,"Total",25185,4370,"Census Tract 45, Mecklenburg County, NC","14000US37119004500"
2015,"2015",0,"Total",22188,9212,"Census Tract 46, Mecklenburg County, NC","14000US37119004600"
2015,"2015",0,"Total",20882,11267,"Census Tract 47, Mecklenburg County, NC","14000US37119004700"
2015,"2015",0,"Total",26176,5848,"Census Tract 48, Mecklenburg County, NC","14000US37119004800"
2015,"2015",0,"Total",27147,12066,"Census Tract 49, Mecklenburg County, NC","14000US37119004900"
2015,"2015",0,"Total",20184,5079,"Census Tract 50, Mecklenburg County, NC","14000US37119005000"
2015,"2015",0,"Total",20500,2500,"Census Tract 51, Mecklenburg County, NC","14000US37119005100"
2015,"2015",0,"Total",22279,5001,"Census Tract 52, Mecklenburg County, NC","14000US37119005200"
2015,"2015",0,"Total",27153,8971,"Census Tract 53.01, Mecklenburg County, NC","14000US37119005301"
2015,"2015",0,"Total",28672,3058,"Census Tract 53.05, Mecklenburg County, NC","14000US37119005305"
2015,"2015",0,"Total",26398,4621,"Census Tract 53.06, Mecklenburg County, NC","14000US37119005306"
2015,"2015",0,"Total",28750,4620,"Census Tract 53.07, Mecklenburg County, NC","14000US37119005307"
2015,"2015",0,"Total",26432,4342,"Census Tract 53.08, Mecklenburg County, NC","14000US37119005308"
2015,"2015",0,"Total",34290,3909,"Census Tract 54.01, Mecklenburg County, NC","14000US37119005401"
2015,"2015",0,"Total",36771,7904.999999999999,"Census Tract 54.03, Mecklenburg County, NC","14000US37119005403"
2015,"2015",0,"Total",37107,5330,"Census Tract 54.04, Mecklenburg County, NC","14000US37119005404"
2015,"2015",0,"Total",81706,9724,"Census Tract 55.08, Mecklenburg County, NC","14000US37119005508"
2015,"2015",0,"Total",60581,7936,"Census Tract 55.09, Mecklenburg County, NC","14000US37119005509"
2015,"2015",0,"Total",43597,6324,"Census Tract 55.10, Mecklenburg County, NC","14000US37119005510"
2015,"2015",0,"Total",57438,7761,"Census Tract 55.11, Mecklenburg County, NC","14000US37119005511"
2015,"2015",0,"Total",47253,5250,"Census Tract 55.12, Mecklenburg County, NC","14000US37119005512"
2015,"2015",0,"Total",72619,6259,"Census Tract 55.13, Mecklenburg County, NC","14000US37119005513"
2015,"2015",0,"Total",62610,5661,"Census Tract 55.14, Mecklenburg County, NC","14000US37119005514"
2015,"2015",0,"Total",71150,13127,"Census Tract 55.15, Mecklenburg County, NC","14000US37119005515"
2015,"2015",0,"Total",101515,13610.999999999998,"Census Tract 55.16, Mecklenburg County, NC","14000US37119005516"
2015,"2015",0,"Total",86549,6270,"Census Tract 55.17, Mecklenburg County, NC","14000US37119005517"
2015,"2015",0,"Total",81345,7140,"Census Tract 55.18, Mecklenburg County, NC","14000US37119005518"
2015,"2015",0,"Total",75135,9301,"Census Tract 55.19, Mecklenburg County, NC","14000US37119005519"
2015,"2015",0,"Total",79317,19918,"Census Tract 55.20, Mecklenburg County, NC","14000US37119005520"
2015,"2015",0,"Total",55840,9253,"Census Tract 55.21, Mecklenburg County, NC","14000US37119005521"
2015,"2015",0,"Total",50851,10687,"Census Tract 55.22, Mecklenburg County, NC","14000US37119005522"
2015,"2015",0,"Total",41726,7722,"Census Tract 55.23, Mecklenburg County, NC","14000US37119005523"
2015,"2015",0,"Total",51231,7480.999999999999,"Census Tract 55.24, Mecklenburg County, NC","14000US37119005524"
2015,"2015",0,"Total",30185,7113,"Census Tract 56.04, Mecklenburg County, NC","14000US37119005604"
2015,"2015",0,"Total",31364,1411,"Census Tract 56.05, Mecklenburg County, NC","14000US37119005605"
2015,"2015",0,"Total",27865,6670,"Census Tract 56.09, Mecklenburg County, NC","14000US37119005609"
2015,"2015",0,"Total",32254,6379,"Census Tract 56.10, Mecklenburg County, NC","14000US37119005610"
2015,"2015",0,"Total",63203,18285,"Census Tract 56.11, Mecklenburg County, NC","14000US37119005611"
2015,"2015",0,"Total",52006,10059,"Census Tract 56.12, Mecklenburg County, NC","14000US37119005612"
2015,"2015",0,"Total",45651,6356,"Census Tract 56.13, Mecklenburg County, NC","14000US37119005613"
2015,"2015",0,"Total",80167,16274,"Census Tract 56.14, Mecklenburg County, NC","14000US37119005614"
2015,"2015",0,"Total",82188,11924,"Census Tract 56.15, Mecklenburg County, NC","14000US37119005615"
2015,"2015",0,"Total",59357,8508,"Census Tract 56.16, Mecklenburg County, NC","14000US37119005616"
2015,"2015",0,"Total",53036,6435,"Census Tract 56.17, Mecklenburg County, NC","14000US37119005617"
2015,"2015",0,"Total",72451,10029,"Census Tract 56.18, Mecklenburg County, NC","14000US37119005618"
2015,"2015",0,"Total",69722,9164,"Census Tract 56.19, Mecklenburg County, NC","14000US37119005619"
2015,"2015",0,"Total",53856,5897,"Census Tract 56.20, Mecklenburg County, NC","14000US37119005620"
2015,"2015",0,"Total",73014,13732,"Census Tract 56.21, Mecklenburg County, NC","14000US37119005621"
2015,"2015",0,"Total",57481,8322,"Census Tract 57.06, Mecklenburg County, NC","14000US37119005706"
2015,"2015",0,"Total",72188,10647,"Census Tract 57.09, Mecklenburg County, NC","14000US37119005709"
2015,"2015",0,"Total",36958,4329,"Census Tract 57.10, Mecklenburg County, NC","14000US37119005710"
2015,"2015",0,"Total",72016,10580,"Census Tract 57.11, Mecklenburg County, NC","14000US37119005711"
2015,"2015",0,"Total",68047,14064.000000000002,"Census Tract 57.12, Mecklenburg County, NC","14000US37119005712"
2015,"2015",0,"Total",93542,11485,"Census Tract 57.13, Mecklenburg County, NC","14000US37119005713"
2015,"2015",0,"Total",94750,8324,"Census Tract 57.14, Mecklenburg County, NC","14000US37119005714"
2015,"2015",0,"Total",70114,11653,"Census Tract 57.15, Mecklenburg County, NC","14000US37119005715"
2015,"2015",0,"Total",53327,4976,"Census Tract 57.16, Mecklenburg County, NC","14000US37119005716"
2015,"2015",0,"Total",38641,7049,"Census Tract 57.17, Mecklenburg County, NC","14000US37119005717"
2015,"2015",0,"Total",58864,10935,"Census Tract 58.11, Mecklenburg County, NC","14000US37119005811"
2015,"2015",0,"Total",41553,2875,"Census Tract 58.12, Mecklenburg County, NC","14000US37119005812"
2015,"2015",0,"Total",76076,10107,"Census Tract 58.15, Mecklenburg County, NC","14000US37119005815"
2015,"2015",0,"Total",113800,18431,"Census Tract 58.16, Mecklenburg County, NC","14000US37119005816"
2015,"2015",0,"Total",93750,5083,"Census Tract 58.17, Mecklenburg County, NC","14000US37119005817"
2015,"2015",0,"Total",85898,7328.999999999999,"Census Tract 58.23, Mecklenburg County, NC","14000US37119005823"
2015,"2015",0,"Total",44565,21170,"Census Tract 58.24, Mecklenburg County, NC","14000US37119005824"
2015,"2015",0,"Total",32416,6322,"Census Tract 58.25, Mecklenburg County, NC","14000US37119005825"
2015,"2015",0,"Total",53472,9207,"Census Tract 58.26, Mecklenburg County, NC","14000US37119005826"
2015,"2015",0,"Total",41375,6338,"Census Tract 58.27, Mecklenburg County, NC","14000US37119005827"
2015,"2015",0,"Total",75020,11038,"Census Tract 58.28, Mecklenburg County, NC","14000US37119005828"
2015,"2015",0,"Total",33594,6778.000000000001,"Census Tract 58.29, Mecklenburg County, NC","14000US37119005829"
2015,"2015",0,"Total",59596,5538,"Census Tract 58.30, Mecklenburg County, NC","14000US37119005830"
2015,"2015",0,"Total",60907,5306,"Census Tract 58.31, Mecklenburg County, NC","14000US37119005831"
2015,"2015",0,"Total",162500,31886.000000000004,"Census Tract 58.32, Mecklenburg County, NC","14000US37119005832"
2015,"2015",0,"Total",84919,8060,"Census Tract 58.33, Mecklenburg County, NC","14000US37119005833"
2015,"2015",0,"Total",65814,7398.999999999999,"Census Tract 58.34, Mecklenburg County, NC","14000US37119005834"
2015,"2015",0,"Total",99828,8230,"Census Tract 58.35, Mecklenburg County, NC","14000US37119005835"
2015,"2015",0,"Total",89554,11940,"Census Tract 58.36, Mecklenburg County, NC","14000US37119005836"
2015,"2015",0,"Total",103563,15576,"Census Tract 58.37, Mecklenburg County, NC","14000US37119005837"
2015,"2015",0,"Total",100156,16048.999999999998,"Census Tract 58.38, Mecklenburg County, NC","14000US37119005838"
2015,"2015",0,"Total",77208,15657,"Census Tract 58.39, Mecklenburg County, NC","14000US37119005839"
2015,"2015",0,"Total",114659,18741,"Census Tract 58.40, Mecklenburg County, NC","14000US37119005840"
2015,"2015",0,"Total",96646,26820,"Census Tract 58.41, Mecklenburg County, NC","14000US37119005841"
2015,"2015",0,"Total",87224,3727,"Census Tract 58.42, Mecklenburg County, NC","14000US37119005842"
2015,"2015",0,"Total",75878,15055,"Census Tract 58.43, Mecklenburg County, NC","14000US37119005843"
2015,"2015",0,"Total",116875,21414,"Census Tract 58.44, Mecklenburg County, NC","14000US37119005844"
2015,"2015",0,"Total",106515,8480,"Census Tract 58.45, Mecklenburg County, NC","14000US37119005845"
2015,"2015",0,"Total",154417,16988,"Census Tract 58.46, Mecklenburg County, NC","14000US37119005846"
2015,"2015",0,"Total",108375,14383.000000000002,"Census Tract 58.47, Mecklenburg County, NC","14000US37119005847"
2015,"2015",0,"Total",130139,10104,"Census Tract 58.48, Mecklenburg County, NC","14000US37119005848"
2015,"2015",0,"Total",38214,6150,"Census Tract 59.06, Mecklenburg County, NC","14000US37119005906"
2015,"2015",0,"Total",88770,4353,"Census Tract 59.07, Mecklenburg County, NC","14000US37119005907"
2015,"2015",0,"Total",112500,46682,"Census Tract 59.08, Mecklenburg County, NC","14000US37119005908"
2015,"2015",0,"Total",72285,7611,"Census Tract 59.09, Mecklenburg County, NC","14000US37119005909"
2015,"2015",0,"Total",67578,7074.999999999999,"Census Tract 59.10, Mecklenburg County, NC","14000US37119005910"
2015,"2015",0,"Total",90882,5607,"Census Tract 59.11, Mecklenburg County, NC","14000US37119005911"
2015,"2015",0,"Total",49866,10898,"Census Tract 59.12, Mecklenburg County, NC","14000US37119005912"
2015,"2015",0,"Total",62134,9270,"Census Tract 59.13, Mecklenburg County, NC","14000US37119005913"
2015,"2015",0,"Total",54703,7535,"Census Tract 59.14, Mecklenburg County, NC","14000US37119005914"
2015,"2015",0,"Total",61382,9851,"Census Tract 59.15, Mecklenburg County, NC","14000US37119005915"
2015,"2015",0,"Total",32361,7935,"Census Tract 59.16, Mecklenburg County, NC","14000US37119005916"
2015,"2015",0,"Total",62547,9991,"Census Tract 59.17, Mecklenburg County, NC","14000US37119005917"
2015,"2015",0,"Total",71923,24785,"Census Tract 59.18, Mecklenburg County, NC","14000US37119005918"
2015,"2015",0,"Total",51852,10340,"Census Tract 60.05, Mecklenburg County, NC","14000US37119006005"
2015,"2015",0,"Total",47637,6115,"Census Tract 60.06, Mecklenburg County, NC","14000US37119006006"
2015,"2015",0,"Total",69038,9880,"Census Tract 60.07, Mecklenburg County, NC","14000US37119006007"
2015,"2015",0,"Total",68605,3070,"Census Tract 60.08, Mecklenburg County, NC","14000US37119006008"
2015,"2015",0,"Total",54615,11935,"Census Tract 60.09, Mecklenburg County, NC","14000US37119006009"
2015,"2015",0,"Total",48262,8872,"Census Tract 60.10, Mecklenburg County, NC","14000US37119006010"
2015,"2015",0,"Total",62484,24399,"Census Tract 61.03, Mecklenburg County, NC","14000US37119006103"
2015,"2015",0,"Total",56432,6398,"Census Tract 61.04, Mecklenburg County, NC","14000US37119006104"
2015,"2015",0,"Total",70536,14021,"Census Tract 61.05, Mecklenburg County, NC","14000US37119006105"
2015,"2015",0,"Total",57090,11425,"Census Tract 61.06, Mecklenburg County, NC","14000US37119006106"
2015,"2015",0,"Total",61830,13357,"Census Tract 61.07, Mecklenburg County, NC","14000US37119006107"
2015,"2015",0,"Total",65869,7550,"Census Tract 61.08, Mecklenburg County, NC","14000US37119006108"
2015,"2015",0,"Total",46331,9021,"Census Tract 61.09, Mecklenburg County, NC","14000US37119006109"
2015,"2015",0,"Total",91827,17635,"Census Tract 62.03, Mecklenburg County, NC","14000US37119006203"
2015,"2015",0,"Total",104250,13550,"Census Tract 62.04, Mecklenburg County, NC","14000US37119006204"
2015,"2015",0,"Total",70219,13650.000000000002,"Census Tract 62.08, Mecklenburg County, NC","14000US37119006208"
2015,"2015",0,"Total",60526,17512,"Census Tract 62.09, Mecklenburg County, NC","14000US37119006209"
2015,"2015",0,"Total",107778,21703,"Census Tract 62.10, Mecklenburg County, NC","14000US37119006210"
2015,"2015",0,"Total",114195,12036,"Census Tract 62.11, Mecklenburg County, NC","14000US37119006211"
2015,"2015",0,"Total",85313,15445.999999999998,"Census Tract 62.12, Mecklenburg County, NC","14000US37119006212"
2015,"2015",0,"Total",103839,8960,"Census Tract 62.13, Mecklenburg County, NC","14000US37119006213"
2015,"2015",0,"Total",80451,14184.000000000002,"Census Tract 62.14, Mecklenburg County, NC","14000US37119006214"
2015,"2015",0,"Total",54163,6481,"Census Tract 62.15, Mecklenburg County, NC","14000US37119006215"
2015,"2015",0,"Total",79370,4915,"Census Tract 63.02, Mecklenburg County, NC","14000US37119006302"
